c Problem SAT 8+211
705 706 -752 0
705 -706 752 0
-705 708 -752 0
-705 -708 752 0
705 707 -753 0
705 -707 753 0
-705 709 -753 0
-705 -709 753 0
715 712 -754 0
715 -712 754 0
-715 712 754 0
-715 -712 754 0
715 705 -755 0
715 -705 755 0
-715 705 755 0
-715 -705 755 0
754 755 -756 0
754 -755 -756 0
-754 755 -756 0
-754 -755 756 0
715 712 -757 0
715 -712 757 0
-715 712 757 0
-715 -712 757 0
757 715 -758 0
757 -715 -758 0
-757 715 -758 0
-757 -715 758 0
725 597 -759 0
725 -597 759 0
-725 -597 -759 0
-725 597 759 0
725 663 -760 0
725 -663 760 0
-725 664 -760 0
-725 -664 760 0
725 726 -761 0
725 -726 761 0
-725 728 -761 0
-725 -728 761 0
725 727 -762 0
725 -727 762 0
-725 729 -762 0
-725 -729 762 0
722 597 -763 0
722 -597 763 0
-722 -597 -763 0
-722 597 763 0
722 663 -764 0
722 -663 764 0
-722 664 -764 0
-722 -664 764 0
722 726 -765 0
722 -726 765 0
-722 728 -765 0
-722 -728 765 0
722 727 -766 0
722 -727 766 0
-722 729 -766 0
-722 -729 766 0
735 732 -767 0
735 -732 767 0
-735 732 767 0
-735 -732 767 0
735 722 -768 0
735 -722 768 0
-735 722 768 0
-735 -722 768 0
767 768 -769 0
767 -768 -769 0
-767 768 -769 0
-767 -768 769 0
735 732 -770 0
735 -732 770 0
-735 732 770 0
-735 -732 770 0
735 725 -771 0
735 -725 771 0
-735 725 771 0
-735 -725 771 0
770 771 -772 0
770 -771 -772 0
-770 771 -772 0
-770 -771 772 0
745 621 -773 0
745 -621 773 0
-745 -621 -773 0
-745 621 773 0
745 695 -774 0
745 -695 774 0
-745 696 -774 0
-745 -696 774 0
745 746 -775 0
745 -746 775 0
-745 748 -775 0
-745 -748 775 0
745 747 -776 0
745 -747 776 0
-745 749 -776 0
-745 -749 776 0
742 621 -777 0
742 -621 777 0
-742 -621 -777 0
-742 621 777 0
742 695 -778 0
742 -695 778 0
-742 696 -778 0
-742 -696 778 0
742 746 -779 0
742 -746 779 0
-742 748 -779 0
-742 -748 779 0
742 747 -780 0
742 -747 780 0
-742 749 -780 0
-742 -749 780 0
758 585 -781 0
758 -585 781 0
-758 -585 -781 0
-758 585 781 0
758 647 -782 0
758 -647 782 0
-758 648 -782 0
-758 -648 782 0
758 716 -783 0
758 -716 783 0
-758 718 -783 0
-758 -718 783 0
758 717 -784 0
758 -717 784 0
-758 719 -784 0
-758 -719 784 0
758 759 -785 0
758 -759 785 0
-758 763 -785 0
-758 -763 785 0
758 760 -786 0
758 -760 786 0
-758 764 -786 0
-758 -764 786 0
758 761 -787 0
758 -761 787 0
-758 765 -787 0
-758 -765 787 0
758 762 -788 0
758 -762 788 0
-758 766 -788 0
-758 -766 788 0
756 585 -789 0
756 -585 789 0
-756 -585 -789 0
-756 585 789 0
756 647 -790 0
756 -647 790 0
-756 648 -790 0
-756 -648 790 0
756 716 -791 0
756 -716 791 0
-756 718 -791 0
-756 -718 791 0
756 717 -792 0
756 -717 792 0
-756 719 -792 0
-756 -719 792 0
756 759 -793 0
756 -759 793 0
-756 763 -793 0
-756 -763 793 0
756 760 -794 0
756 -760 794 0
-756 764 -794 0
-756 -764 794 0
756 761 -795 0
756 -761 795 0
-756 765 -795 0
-756 -765 795 0
756 762 -796 0
756 -762 796 0
-756 766 -796 0
-756 -766 796 0
772 769 -797 0
772 -769 797 0
-772 769 797 0
-772 -769 797 0
772 756 -798 0
772 -756 798 0
-772 756 798 0
-772 -756 798 0
797 798 -799 0
797 -798 -799 0
-797 798 -799 0
-797 -798 799 0
772 769 -800 0
772 -769 800 0
-772 769 800 0
-772 -769 800 0
772 758 -801 0
772 -758 801 0
-772 758 801 0
-772 -758 801 0
800 801 -802 0
800 -801 -802 0
-800 801 -802 0
-800 -801 802 0
802 609 -803 0
802 -609 803 0
-802 -609 -803 0
-802 609 803 0
802 679 -804 0
802 -679 804 0
-802 680 -804 0
-802 -680 804 0
802 736 -805 0
802 -736 805 0
-802 738 -805 0
-802 -738 805 0
802 737 -806 0
802 -737 806 0
-802 739 -806 0
-802 -739 806 0
802 773 -807 0
802 -773 807 0
-802 777 -807 0
-802 -777 807 0
802 774 -808 0
802 -774 808 0
-802 778 -808 0
-802 -778 808 0
802 775 -809 0
802 -775 809 0
-802 779 -809 0
-802 -779 809 0
802 776 -810 0
802 -776 810 0
-802 780 -810 0
-802 -780 810 0
799 609 -811 0
799 -609 811 0
-799 -609 -811 0
-799 609 811 0
799 679 -812 0
799 -679 812 0
-799 680 -812 0
-799 -680 812 0
799 736 -813 0
799 -736 813 0
-799 738 -813 0
-799 -738 813 0
799 737 -814 0
799 -737 814 0
-799 739 -814 0
-799 -739 814 0
799 773 -815 0
799 -773 815 0
-799 777 -815 0
-799 -777 815 0
799 774 -816 0
799 -774 816 0
-799 778 -816 0
-799 -778 816 0
799 775 -817 0
799 -775 817 0
-799 779 -817 0
-799 -779 817 0
799 776 -818 0
799 -776 818 0
-799 780 -818 0
-799 -780 818 0
24 0
-145 0
-283 0
485 0
-573 0
631 0
706 0
707 0
781 0
-782 0
783 0
784 0
-785 0
786 0
-787 0
788 0
-803 0
-804 0
-805 0
-806 0
-807 0
-808 0
-809 0
-810 0
